OAI,015_1,02X_1,1XX_1,245_1,250_1,26X_1,publication_year_1,300_1,pages_1,format_1,4X0_1,787_1,bl_language_1,015_2,02X_2,1XX_2,245_2,250_2,26X_2,publication_year_2,300_2,pages_2,format_2,4X0_2,787_2,bl_language_2,typ_duplicity
mkben.118164 mkben.128201,,$a978-3-625-00061-7 :,,"$aZemě : $bmoře, kontinenty, vesmír /",,"$aKolín nad Rýnem : $bNaumann & Göbel Verlagsgesellschaft, $c2006?",2006,$a96 s. :,96,BOOKS,,,cze,,$a978-3-625-21126-2 :,,$aZemě : $bmoře - kontinenty - vesmír /,,"$a[Kolín nad Rýnem] : $b[Naumann & Göbel], $c[2006]",2006,$a96 s. :,96,BOOKS,$aVědomosti v kostce,,cze,suspicious
mkboskovice.141997 mkboskovice.154656,,$a3-625-21126-2 :,,"$aZemě : $bMoře, kontinenty, vesmír /",,"$aKolín nad Rýnem : $bNeumann & Göbel, $c2006?",2006,$a96 s. :,96,BOOKS,$aVědomosti v kostce,,cze,,$a978-3-625-12049-0 :,,"$aZemě: moře, kontinenty, vesmír : $bvědomosti v kostce /",,"$aKolín nad Rýnem : $bNaumann&Göbel, $cc 2007",2007,$a96 s. :,96,BOOKS,$aVědomosti v kostece,,cze,suspicious
mkml.184965 mkml.184967,$acnb002683661 $zcnb002638476,$a978-80-7172-772-9,"$aKernová, Katarína $7mzk2014849459",$aNevšední příběhy pro zvídavé kluky a holky /,,"$aPraha : $bAdvent-Orion, $c2015",2015,$a55 stran :,55,BOOKS,$aŽivot a zdraví,,cze,,$a978-80-7172-790-3 $q(vázáno) :,"$aKernová, Katarína $7mzk2014849459",$aNevšední příběhy pro zvídavé kluky a holky /,,"$aPraha : $bAdvent-Orion, $c2014",2014,$a44 stran :,44,BOOKS,$aŽivot a zdraví,,cze,distinct
mkor.221080 mkor.221082,$acnb002683661 $zcnb002638476,$a978-80-7172-790-3 $qvázáno :,"$aKernová, Katarína $7mzk2014849459",$aNevšední příběhy pro zvídavé kluky a holky /,,"$aPraha : $bAdvent-Orion, $c2014",2014,$a44 stran,44,BOOKS,$aŽivot a zdraví,,cze,,$a978-80-7172-772-9 $q(vázáno) :,"$aKernová, Katarína $7mzk2014849459",$aNevšední příběhy pro zvídavé kluky a holky /,,"$aPraha : $bAdvent-Orion, $c2015",2015,$a55 stran :,55,BOOKS,$aŽivot a zdraví,,cze,distinct
svkos.MVK01-000263951 svkos.MVK01-000263952,$acnb000216349,"$a80-7176-473-6 (Knižní klub, Praha) : $$$a80-7180-265-4 (Svojtka a Vašut, Praha) :","$aAmery, Heather $7jn20010309730",$aPrvní tisíc anglických slov /,$aVyd. 1.,"$av Praze : $bKnižní klub, $c1997",1997,$a64 s. :,64,BOOKS,,,eng,$acnb000216349,"$a80-7176-473-6 (Knižní klub, Praha) : $$$a80-7180-265-4 (Svojtka a Vašut, Praha) :","$aAmery, Heather $7jn20010309730",$aPrvní tisíc německých slov /,$aVyd. 1.,"$aPraha : $bKnižní klub, $c1997",1997,$a64 s. :,64,BOOKS,,,cze,critical
mkrymarov.29d6fbd7-482f-4369-9069-3a17862f2b55 mkrymarov.f7530f19-d898-4346-9493-d687f01b0230,,$a80-7202-061-7,"$aGoldberg, Leonard S.",$aVražedná léčba /,$a 1.vyd.,"$aPraha : $bIkar, $c1996",1996,,,BOOKS,,,cze,,$a80-7202-061-7 (váz.),"$aGoldberg, Leonard S., $d1936- $7xx0001653",$aVražedná léčba /,$a Vyd. 1.,"$aPraha : $bIkar, $c1996",1996,$a238 s.,238,BOOKS,,,cze,real
mkor.174511 mkor.174555,$acnb001526699,$a80-7217-318-9 :,"$aJavořická, Vlasta, $d1890-1979 $7jk01051344",$aFantazie na dovolené : $bromatický příběh /,$aVyd.2. v Jotě 1.,"$aBrno: : $bJota, $c2005",2005,$a206 s.,206,BOOKS,$aJavořice,,cze,,$a80-7217-318-9 :,"$aJavořická, Vlasta, $d1890-1979 $7jk01051344",$aFantazie na dovolené : $bromatický příběh /,$aVyd.2. v Jotě 1.,"$aBrno: : $bJota, $c2005",2005,$a206 s.,206,BOOKS,$aBonus A - Javořice,,cze,real
kjm.KjmUsCat*10072008 kjm.KjmUsCat*10071914,,$a80-85495-96-1,"$aLewis, C. S. $q(Clive Staples), $d1898-1963 $7jn19990005046",$aČarodějův synovec /,,"$aPraha : $bNávrat domů, $c1999",1999,$a146 s. :,146,BOOKS,,$iZ cyklu: $tLetopisy Narnie $g6,cze,$acnb000782496,$a80-85495-96-1 $q(brožováno) :,"$aLewis, C. S. $q(Clive Staples), $d1898-1963 $7jn19990005046",$aČarodějův synovec /,,"$aPraha : $bNávrat domů, $c[1999] $$$c©1999",1999,$a146 stran :,146,BOOKS,,$iZ cyklu: $tLetopisy Narnie $g6,cze,real
caslin.SKC01-003201789 caslin.SKC01-008424890,$acnb000084293,$a80-85765-24-1 $q(Doplňek Brno) $$$a80-85270-23-4 $q(Ústav pro soudobé dějiny),$aÚstav pro soudobé dějiny (Akademie věd ČR) $7kn20010709012,$aMinulost a dějiny v českém a slovenském samizdatu 1970-1989 : $bbibliografie /,$a1. vydání,"$aBrno : $bDoplněk, $c1993",1993,$a227 stran,227,BOOKS,,,cze,,,"$aVlk, Jan, $d1960- $7mzk2002102206",$aMinulost a dějiny v českém a slovenském samizdatu 1970-1989 = $bThe past and history in Czech and Slovak samizdat 1970-1989 /,$a1. vyd.,"$aBrno : $bDoplněk, $c1993",1993,$a227 s. ;,227,BOOKS,,,cze,probable
kfbz.13664ec3-0cf5-4fff-ac78-0f253bdeeb9d kfbz.20cf4a7b-91e8-460c-9bf5-a3a07953488c,$acnb000117145,$a80-85769-61-1 (váz.),"$aPirsig, Robert M., $d1928- $7kup19940000077158",$aZen a umění údržby motocyklu : $bZkoumání hodnot /,$a1. vyd.,"$aPraha : $bVolvox Globator, $c1996",1996,$a282 s,282,BOOKS,$aNa cestě,,cze,$acnb000117145,$a80-85769-61-1 (váz.),"$aPirsig, Robert M., $d1928- $7kup19940000077158",$aZen a umění údržby motocyklu /,$a1. vyd.,"$aPraha : $bVolvox Globator, $c1996",1996,$a282 s,282,BOOKS,$aNa cestě,,cze,real
mzk.MZK01-000457216 mzk.MZK01-001482886,$acnb000960112,$a80-86200-13-2,"$aCikrle, Karel, $d1935- $7kpwa5822",$aPříručka pro varhaníky /,$aVyd. 1.,"$aRosice : $bGloria, $c1999",1999,$a195 s. ;,195,BOOKS,,,cze,$acnb000769601,$a80-86200-23-X $q(brožováno),,$aPříručka pro varhaníky,"$aDruhé, nezměněné vydání","$aRosice : $bGloria, $c1999",1999,$a195 stran :,195,BOOKS,,,cze,distinct
slavoj.22872 slavoj.22890,,$a80-86354-33-4 :,"$aYeskov, Kiril",$aPoslední pán Prstenu /,,"$aOstrava : $bFantom Print, $c2003",2003,$a311 s. ;,311,BOOKS,,,cze,,$a80-86354-33-4 :,"$aYeskov, Kiril",$aPoslední pán Prstenu /,,"$aOstrava : $bFantom Print, $c2003",2003,$a311 s. ;,311,BOOKS,,,cze,real
mkkh.34778 mkkh.3385,$acnb000062939,$a80-900270-0-8 :,"$aSolženicyn, Aleksandr Isajevič, $d1918-2008","$aSouostroví Gulag : $b1918-1956 : pokus o umělecké pojednání. $n2. díl, III.-IV. část /","$a2., upravené. vyd.","$aPraha $bOK Centrum, $c1990",1990,"$a349 s.,",349,BOOKS,$aEdice Fondu fondu demokratických iniciativ ČSFR,,cze,$acnb000062937,$a80-900270-0-8 :,"$aSolženicyn, Aleksandr Isajevič, $d1918-2008","$aSouostroví Gulag : $b1918-1956 : pokus o umělecké pojednání. $n2. díl, III.-IV. část /","$a2., upravené vyd.","$aPraha $bOK Centrum, $c1990",1990,"$a317 s., [16] s. obr. příl.",317,BOOKS,$aEdice Fondu demokratických iniciativ ČSFR,,cze,suspicious
kand.4138 kand.4171,,,"$aNový, Otakar, $d1918-1999 $7jk01090818",$aNárodní divadlo 1883-1983 : $bstručné dějiny jeho budování a průvodce budovou /,,"$aV Praze : $bNárodní divadlo, $c1983",1983,$a88 s. :,88,BOOKS,,,cze,,,"$aNový, Otakar, $d1918-1999 $7jk01090818",$aNárodní divadlo 1883-1983 = $bDas Nationaltheater : kurze Geschichte seiner Errichtung und Führer durch das Gabäude /,,"$aPrag : $bNationaltheater, $c1983",1983,$a88 s. :,88,BOOKS,,,ger,distinct
nkp.NKC01-000014319 nkp.NKC01-001044974,$acnb000014319,$q(Brož.) :,,"$aCvičení z matematiky I : $balgebra a analytická geometrie : určeno pro posluchače všech fakult, 1. roč. /",$a1. vyd.,"$aOstrava : $bVysoká škola báňská, $c1985",1985,$a203 s. :,203,BOOKS,,,cze,$acnb001044974 $zcnb000040547,$q(Brož.) :,,$aCvičení z matematiky I : $balgebra a analytická geometrie /,$a2. vyd.,"$aOstrava : $bVysoká škola báňská, $c1985",1985,$a203 s. :,203,BOOKS,,,cze,distinct
cbvk.CbvkUsCat*m0341489 cbvk.CbvkUsCat*1264765,,,"$aRoth, Zdeněk, $d1914- $7jk01102785",$aZápadní Karpaty : $bterciérní struktura střední Evropy,$aVyd. 1.,"$aPraha : $bÚstřední ústav geologický, $c1980",1980,$a128 s. :,128,BOOKS,$aKnihovna Ústředního ústavu geologického; $vSv. 55,,cze,$acnb000153616,$q(Brožováno),"$aRoth, Zdeněk, $d1914- $7jk01102785",$aZápadní Karpaty - terciérní struktura střední Evropy /,,"$aPraha : $bvydal Ústřední ústav geografický v Academii, nakladatelství Československé aklademie věd, $c1980",1980,"$a128 stran, 8 číslovaných stran fotografické přílohy :",128,BOOKS,$aKnihovna Ústředního ústavu geologického ; $vsvazek 55,,cze,real
cbvk.CbvkUsCat*0444098 cbvk.CbvkUsCat*1264168,,,"$aSoukup, František, $d1903-1972 $7jk01120525",$aPříručka elektroúdržby : $bpříručka pro praxi /,$a3. dopl. vyd.,"$aPraha : $bPráce, $c1971",1971,$a748 s. :,748,BOOKS,$aTechnické příručky Práce ; $v174,,cze,$acnb000433929,,"$aSoukup, František, $d1903-1972 $7jk01120525",$aPříručka elektroúdržby : $bPříručka pro praxi /,"$a3., dopln. vyd.","$aPraha : $bPráce, $c1972",1972,"$a748, [1] s. ;",748,BOOKS,$aTechnické příručky Práce ; $vSv. 174,,cze,real
caslin.SKC01-000474912 caslin.SKC01-009322878,$acnb000467231,$q(Brož.),,$a80 let muzea v Ivančicích : $b1894-1974 /,,"$aV Ivančicích : $bOkresní muzeum, $c1974",1974,"$a14 s., [13] s. obr. příl. :",14,BOOKS,,,cze,,,,$a80 let muzea v Ivančicích. 1894 - 1974,,"$aIvančice : $bOkr. muzeum Brno-venkov, $c1974",1974,"$a14 s., obr. příl.",14,BOOKS,,,cze,probable
kvkl.LiUsCat*0126506 kvkl.LiUsCat*1203218,,$a (váz.) :,"$aMikulášek, Oldřich, $d1910-1985 $7jk01081628",$aBěžící luna : $bverše o lásce /,$a1. vyd.,"$aBrno : $bKrajské nakladatelství, $c1959",1959,"$a110, [1] s. ;",110,BOOKS,,,cze,$acnb000468714,$q(Vázáno),"$aMikulášek, Oldřich, $d1910-1985 $7jk01081628",$aBěžící luna /,$aVydání I.,"$aBrno : $bKrajské nakladatelství v Brně, $c1959",1959,$a110 stran :,110,BOOKS,,,cze,probable
nkp.NKC01-000493332 nkp.NKC01-001110165,$acnb000493332,,"$aŠik, Ota, $d1919-2004 $7jk01122884",$aPlan and Market Under Socialism /,,"$aPrague : $bAcademia, $c1967",1967,$a282 s. ;,282,BOOKS,,,eng,,,"$aŠik, Ota, $d1919-2004 $7jk01122884",$aPlan and Market under Socialism /,,"$aNew York : $bInternational Arts and Sciences P., $c1967",1967,$a382 s. ;,382,BOOKS,,,eng,distinct
mzk.MZK01-000303761 mzk.MZK01-000669341,$acnb000670292,,"$aBatěk, Oskar",$aBudujeme hudební školu : $bnávod k organisační výstavbě a k vedení hudebních škol v Čechách a v zemi Moravskoslezské /,,"$aPraha : $bFr. Kudelík, $c1947",1947,$a80 s. ;,80,BOOKS,,,cze,$acnb000670292,,"$aBatěk, Oskar Emil, $d1888-1969 $7jk01011116",$aBudujeme hudební školu : $bnávod k organisační výstavbě a k vedení hudebních škol v Čechách a v zemi Moravskoslezské /,,"$aPraha : $bFr. Kudelík, $c1947",1947,$a80 s.,80,BOOKS,,,cze,real
kvkl.LiUsCat*c802707 kvkl.LiUsCat*1201727,,,"$aPodobský, Jaroslav, $d1895-1962 $7jk01100244",$aDějiny hradu Trosek ; $bRovenské zvony /,$a1. vyd.,"$aLiberec : $bKrajské nakl., $c1958",1958,$a61 s.,61,BOOKS,,,cze,$acnb000682229,,"$aPodobský, Jaroslav, $d1895-1962 $7jk01100244",$aDějiny hradu Trosek ; $bRovenské zvony /,$a1. vyd.,"$aLiberec : $bKrajské nakladatelství, $c1958",1958,"$a61 s., [8] s. obr. příl. :",61,BOOKS,,,cze,real
svkhk.HKA01-000364026 svkhk.HKA01-000916751,,,"$aKlíma, Arnošt, $d1916-2000 $7jk01060503",$aPočátky českého dělnického hnutí /,$a1. vyd.,"$aPraha : $bSvoboda, $c1949",1949,$a142 s.,142,BOOKS,,,cze,$acnb000715052,$q(Brožováno),"$aKlíma, Arnošt, $d1916-2000 $7jk01060503",$aPočátky českého dělnického hnutí /,"$aTřetí, ve Svobodě druhé vydání","$aPraha : $bSvoboda, $c1949",1949,"$a142 stran, 14 nečíslovaných stran obrazových příloh :",142,BOOKS,$aKmen,,cze,distinct
svkul.3493734 svkul.3134048,$acnb000710819,$a(Váz.) :,"$aFast, Howard, $d1914-2003 $7jn19981001038",$aČerní a bílí /,$aVyd. 1.,"$aV Praze : $bMladá fronta, $c1947",1947,$a291 s. ;,291,BOOKS,$aKmen $$$aBoje ; $vsv. 20,,cze,$acnb000713074,,"$aFast, Howard, $d1914-2003 $7jn19981001038",$aČerní a bílí /,$aVyd. 2.,"$aPraha : $bMladá fronta, $c1948",1948,$a291 s.,291,BOOKS,$aBoje ; $vsv. 20,,cze,distinct
caslin.SKC01-003538169 caslin.SKC01-000622054,,,"$aKunzík, Tomáš",$aHanácké písně z časů roboty /,,"$aV Kojetíně : $bSpořitelna, $c1936",1936,"$a53 s. , il. ; 23 cm",53,BOOKS,,,cze,$acnb000745229,$q(Brož.),"$aKuzník, Jan Tomáš, $dasi 1716-1786 $7ola2002111235",$aHanácké písně z časů roboty,,"$aKojetín : $bSpořitelna města Kojetína, $c1936",1936,"$a55 s., obr. příl",55,BOOKS,,,cze,probable
knav.KNA01-000038237 knav.KNA01-000748320,$acnb000771949,,"$aČapek, Em.",$aPolitická příručka ČSR : $bsociologická studie /,,"$aPraha : $bMelantrich, $c1931.",1931,$a205 s.,205,BOOKS,$aVýhledy $aknihy zkušeností a úvah; $vsv. 10,,cze,$acnb000771949,,"$aČapek, Emil",$aPolitická příručka ČSR : $bsociologická studie /,,"$aPraha : $bMelantrich, $c1931.",1931,"$a205,iii s.",205,BOOKS,,,cze,real
caslin.SKC01-002877415 caslin.SKC01-000652204,,,"$aSumbal, František, $d1883-1968 $7jk01121780","$aČesko-německý slovník terminologický a fraseologický pro úřady, kanceláře a soukromou potřebu : $bs výkladem cizích slov sem náležejících v obou jazycích /",,"$aV Praze : $bStátní tiskárna, $c1936",1936,$a728 s.,728,BOOKS,,,cze,$acnb000797739,$q(Vázáno),"$aSumbal, František, $d1883-1968 $7jk01121780","$aČeskoněmecký slovník terminologický a fraseologický : $bpro úřady, kanceláře a soukromou potřebu : s výkladem cizích slov sem náležejících v obou jazycích = Čechisch-deutsches terminologisches und phraseologisches Wörterbuch : für Amter, Kanzleien und Privatgebrauch : mit Erklärung der einschlägigen Fremdwörter in beiden Sprachen /",,"$aV Praze : $btiskem a nákladem Státní tiskárny, $c1936",1936,$a728 stran ;,728,BOOKS,,,cze,probable
nkp.NKC01-000901306 nkp.NKC01-000901307,$acnb000901306,$q(Brožováno),"$aSuchý, Kamil, $d1893- $7jk01121741",$aSlovenská mluvnice /,,"$aPraha : $bBursík & Kohout, $c1919",1919,$a189 stran ;,189,BOOKS,,,cze,$acnb000901307,,"$aSuchý, Kamil, $d1893- $7jk01121741",$aSlovenská mluvnice /,$a2. vyd.,"$aPraha : $bBursík a Kohout, $c1919",1919,$a189 s. ;,189,BOOKS,,,cze,suspicious
kjm.KjmUsCat*71098472 kjm.KjmUsCat*71061208,,,"$aČapek, Josef, $d1887-1945 $7jk01021020",$aPovídání o pejskovi a kočičce /,,"$aČeská republika : $bVaško Music, $cp1997",1997,$a1 CD audio (44:15) :,44,AUDIO_CD,,,cze,,,"$aČapek, Josef, $d1887-1945 $7jk01021020",$aPovídání o pejskovi a kočičce,,"$a[Praha] : $bBonton Music, $cp1997",1997,$a1 zvuková deska (33:04) :,33,AUDIO_CD,,,cze,distinct
nacr.2ef97240-980b-4ff5-9719-3826948293c0 nacr.5a11ab7c-666a-434a-a649-e036c6c70b7c,$acnb000728553,,,$aPravidla českého pravopisu /,$a2. vydání,"$aPraha : $bNakladatelství Československé akademie věd, $c1957",1957,$a477 stran,477,BOOKS,,,cze,,,,$aPravidla českého pravopisu /,$a1. vyd.,"$aPraha : $bČSAV, $c1957",1957,$a477 s. ;,477,BOOKS,$aPráce Čs. akademie věd. Sekce jazyka a literatury,,cze,distinct
caslin.SKC01-008142039 caslin.SKC01-008283615,$acnb003093200,,"$aSteinbeck, John, $d1902-1968 $7jn19990008205",$aNa plechárně /,,"$aPraha : $bTympanum, s.r.o., $c2019 $$$c℗2019",2019,$a1 audiodisk (7 hod.) ;,7,AUDIO_CD,$aNačteno,,cze,,,"$aSteinbeck, John, $d1902-1968 $7jn19990008205",$aNa Plechárně /,,"$aPraha : $bTympanum s. r. o., $c2019 $$$c℗2019",2019,$a1 audiosk (7 h) ;,7,AUDIO_CD,$aNačteno,,cze,real
mkuo.98958 mkuo.101231,,,"$aŠpitálníková, Nina, $d1987- $7xx0183208",$aMezi dvěma Kimy : $bna studiích v KLDR /,,"$a[Praha] : $bRadioservis, $c[2022] $$$c℗2022",2022,"$a1 audiodisk (3 hod., 21 min.) ;",21,AUDIO_CD,,,cze,,,"$aŠpitálníková, Nina, $d1987- $7xx0183208",$aMezi dvěma Kimy : $bna studiích v KLDR /,,"$a[Praha] : $bRadioservis, $c[2022] $$$c℗2022",2022,"$a1 audiodisk (3 hod., 21 min.) ;",21,AUDIO_CD,,,cze,real
caslin.SKC01-003121443 caslin.SKC01-006298641,,,,$aInorganic syntheses. $nVol. 5 /,$a1st. ed.,"$aNew York : $bOsborne-McGraw-Hill, $c1957",1957,"$axiv, 265 s.",265,BOOKS,$aInorganic syntheses series,,eng,,$q(váz.),,$aInorganic syntheses. Vol. 5 /,,"$aNew York : $bMcGraw-Hill Book Company, $c1957",1957,"$axiv, 265 s.",265,BOOKS,,,eng,probable
caslin.SKC01-006894558 caslin.SKC01-006855638,,$a978-80-86277-80-6 $q(brožováno),"$aStellner, František, $d1966- $7jn19990209798",$aVývoj českého vysokého ekonomického školství v letech 1945-1953 /,$a1. vydání,"$aPraha : $bSetoutbooks.cz, s.r.o., $c2015",2015,$a120 stran:,120,BOOKS,,,cze,$acnb002737012,$a978-80-86277-80-6 $q(brožováno),"$aStellner, František, $d1966- $7jn19990209798",$aVývoj českého vysokého ekonomického školství v letech 1945-1953 /,,"$aPraha : $bSetoutbooks.cz, $c2015",2015,$a252 stran :,252,BOOKS,,,cze,real
mzk.MZK01-000314097 mzk.MZK01-000329199,$acnb000304513,$a80-7179-103-2,"$aZoulík, František, $d1933-2013 $7jk01152800",$aZákon o konkurzu a vyrovnání : $bkomentář /,$a3. vyd.,"$aPraha : $bC.H. Beck, $c1998",1998,"$axv, 284 s. ;",284,BOOKS,$aKomentované zákony,,cze,$acnb000304513,$a80-7179-103-2,"$aZoulík, František, $d1933-2013 $7jk01152800",$aZákon o konkursu a vyrovnání : $bkomentář /,"$a3. vyd., (C.H. Beck vyd. 2.).","$aPraha : $bC.H. Beck, $c1998",1998,"$axv, 284 s. ;",284,BOOKS,$aKomentované zákony,,cze,real
svkhk.HKA01-000136176 svkhk.HKA01-000789223,,$a80-7182-073-3,,$aPravidla českého pravopisu /,$a4. vyd.,"$aOlomouc : $bNakladatelství Olomouc, $c1998",1998,$a351 s. ;,351,BOOKS,,,cze,$acnb000928262,$a80-7182-054-7 $q(brož.),"$aHartmannová, Věra $7jn20001103653",$aPravidla českého pravopisu /,$a5. vyd.,"$aOlomouc : $bNakladatelství Olomouc, $c2001",2001,$a351 s. :,351,BOOKS,,,cze,distinct
upol.UpolUsCat*m0304388 upol.UpolUsCat*m0304387,,$a8072011332,"$aSovák, Zdeněk, $d1950- $7jn20000710578","$aTrestní zákon a trestní řád : $búplné znění zákonů o policii, o výkonu vazby, o výkonu trestu odnětí svobody, úplné znění vyhlášky Ministerstva spravedlnosti o odměnách advokátů a náhradách advokátů za poskytování právních služeb, advokátní tarif /",$a12. aktualiz. vyd.,"$aPraha : $bLinde, $c1999",1999,$a831 s.,831,BOOKS,,,cze,,$a8072011332,"$aSovák, Zdeněk, $d1950- $7jn20000710578","$aTrestní zákon a trestní řád : $búplné znění zákonů o policii, o výkonu vazby, o výkonu trestu odnětí svobody, úplné znění vyhlášky Ministerstva spravedlnosti o odměnách advokátů a náhradách advokátů za poskytování právních služeb, advokátní tarif /",$a11. aktualiz. vyd.,"$aPraha : $bLinde, $c1999",1999,$a789 s.,789,BOOKS,,,cze,critical
caslin.SKC01-005613451 caslin.SKC01-008789462,,$a978-80-7418-158-0 $q(brož.),"$aFryšták, Marek, $d1974- $7mzk2006368186",$aTrestní právo hmotné. $pObecná část /,"$a3., aktualiz. vyd.","$aOstrava : $bKey Publishing, $c2012",2012,$a164 s. ;,164,BOOKS,$aPrávo,,cze,,$a978-80-7418-158-0,"$aFryšták, Marek, $d1974- $7mzk2006368186",$aTrestní právo hmotné : $bobecná část /,$a3. aktualiz. vyd.,"$aOstrava : $bKey Publishing, $c2012",2012,$a164 s.,164,BOOKS,$aPrávo,,cze,real
mzk.MZK01-000088641 mzk.MZK01-000064084,$acnb000185571,,"$aKeenan, Kate $7mzk2009512928",$aMotivování /,,"$aBrno : $bAndo Publishing, $c1995",1995,$a58 s. ;,58,BOOKS,$aPrůvodce manažera,,cze,$acnb000185571,$a80-86047-09-1 $q(v knize neuvedeno ; $qbrož.),"$aKeenan, Kate $7mzk2009512928",$aMotivování /,,"$aBrno : $bAndo Publishing, $cc1995",1995,$a58 s. ;,58,BOOKS,$aPrůvodce manažera,,cze,real
caslin.SKC01-000429669 caslin.SKC01-002321818,$zcnb000419081,,"$aJeníková, Anna $7jk01051462",$aSrbocharvátština pro samouky /,$a3. vyd.,"$aPraha : $bStátní pedagogické nakladatelství, n.p., $c1978",1978,"$a298 s., [12] s. obr. příl. +",298,BOOKS,$aUčebnice pro samouky,,cze,$acnb000143236 $zcnb000419081,,"$aJeníková, Anna $7jk01051462",$aSrbochorvátština pro samouky /,$a3. vydání,"$aPraha : $bStátní pedagogické nakladatelství, $c1978",1978,"$a298 stran, 12 nečíslovaných stran obrazových příloh :",298,BOOKS,,,cze,probable
caslin.SKC01-006677288 caslin.SKC01-006677292,,,$aČeská národní banka,$aČeská národní banka : $bStatistika platební bilance za 3. čtvrtletí 2000 /,,"$aPraha : $bČeská národní banka, $c2001",2001,$a77 s.,77,BOOKS,,,cze,,,$aČeská národní banka,$aČeská národní banka : $bzpráva o inflaci [leden 2001] /,,"$aPraha : $bČeská národní banka, $c2001",2001,$a83 s.,83,BOOKS,,,cze,distinct
caslin.SKC01-006791253 caslin.SKC01-006791260,,,"$aCipra, Michal",$aPrávní minimum pracovníka v bankovnictví : $bprůvodce obecně závaznými právními a jinými předpisy : doplňující sborník č. 27 : vymezení pojmu banka a práv a povinností s ním spojených : konkursní a vyrovnací řízení /,$a3. vyd.,"$aPraha : $bDTP system : $bFINAL, $c1998",1998,$a83 s. +,83,BOOKS,,,cze,,,"$aCipra, Michal",$aPrávní minimum pracovníka v bankovnictví : $bprůvodce obecně závaznými právními a jinými předpisy : doplňující sborník č. 34 : cenné papíry a pravidla obchodování /,$a3. vyd.,"$aPraha : $bDTP system : $bFINAL, $c1998",1998,$a79 s. +,79,BOOKS,,,cze,distinct
caslin.SKC01-006244698 caslin.SKC01-003702118,,,"$aČeský statistický úřad. Odbor statistiky průmyslu, stavebnictví a energetiky",$aPrůmysl České republiky [červen 2006] = $bIndustry of the Czech Republic (June 2006) /,,"$aPraha : $bČeský statistický úřad, $c2006",2006,$a83 s.,83,BOOKS,$aPrůmysl České republiky [2006],,eng,,$q(Brož.),,$aPrůmysl České republiky. $nČerven 2006 = $bIndustry of the Czech Republic. $nJune 2006 /,,"$aPraha : $bČeský statistický úřad, $c2006",2006,$a83 s. :,83,BOOKS,"$aPrůmysl, stavebnictví. Průmysl",,cze,probable
vse.000683452 vse.000685289,,,$aUnited Nations,$aFifth committee administrative and budgetary questions,,$aNew York $bUnited Nations $c1974,1974,"$aXVII, 253-504 s.",504,BOOKS,,,cze,,,$aUnited Nations,$aFifth committee : Administrative and budgetary questions,,$aNew York $bUnited Nations $c1974,1974,$a464 s.,464,BOOKS,,,cze,uncategorized
vse.000681943 vse.000681946,,,$aUnited Nations,$aResolutions,,$aNew York $bUnited Nations $c1957,1957,"$aVI, 24 s.",24,BOOKS,,,cze,,,$aUnited Nations,$aResolutions,,$aNew York $bUnited Nations $c1957,1957,"$aIII, 2 s.",2,BOOKS,,,cze,distinct
caslin.SKC01-007232701 caslin.SKC01-007255031,,$a978-0-19-924345-7 $q(brožováno) $$$a978-0-19-924344-0 $q(vázáno),"$aAristotelés, $d384 př. Kr.-322 př. Kr. $7jn19981000140",$aDe anima /,$aFirst edition,"$aOxford : $bClarendon Press, $c2016",2016,"$ali, 415 pages ;",415,BOOKS,$aClarendon Aristotle series,,eng,,$a978-0-19-924345-7 $q(brožováno),"$aAristotelés, $d384 př. Kr.-322 př. Kr. $7jn19981000140",$aDe anima /,$aFirst edition,"$aOxford : $bClarendon Press, $c2016.",2016,"$ali, 415 stran.",415,BOOKS,$aClarendon Aristotle series,,eng,real
